DR_NO,Date Rptd,DATE OCC,TIME OCC,AREA,AREA NAME,Rpt Dist No,Part 1-2,Crm Cd,Crm Cd Desc,Mocodes,Vict Age,Vict Sex,Vict Descent,Premis Cd,Premis Desc,Weapon Used Cd,Weapon Desc,Status,Status Desc,Crm Cd 1,Crm Cd 2,Crm Cd 3,Crm Cd 4,LOCATION,Cross Street,LAT,LON
200305663,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1310,03,Southwest,0314,2,354,THEFT OF IDENTITY,0100 1822 1210,39,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,3800 W  27TH                         ST,,34.0312,-118.3262
200300943,12/17/2020 12:00:00 AM,12/17/2020 12:00:00 AM,0550,03,Southwest,0391,2,624,BATTERY - SIMPLE ASSAULT,1822 1212 0444 1300 1309,50,M,B,108,PARKING LOT,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,STOCKER                      ST,LA BREA                      AV,33.9974,-118.3579
200113869,06/24/2020 12:00:00 AM,06/24/2020 12:00:00 AM,0650,01,Central,0171,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0334 2060 0340 0417 0416 1402 2004 1218 0913,24,M,B,101,STREET,200,KNIFE WITH BLADE 6INCHES OR LESS,AO,Adult Other,230,998,,,LA LIVE                      WY,11TH                         ST,34.0451,-118.2701
201113583,09/14/2020 12:00:00 AM,09/13/2020 12:00:00 AM,1700,11,Northeast,1173,1,310,BURGLARY,1402 0358 0344 1822,35,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,998,,,2100    BAXTER                       ST,,34.0915,-118.255
200313965,07/10/2020 12:00:00 AM,07/03/2020 12:00:00 AM,2300,03,Southwest,0332,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1300,39,M,H,101,STREET,,,IC,Invest Cont,740,,,,2900    HILLCREST                    DR,,34.0276,-118.3429
200804664,01/16/2020 12:00:00 AM,01/16/2020 12:00:00 AM,1810,08,West LA,0831,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0444 0429 0400 1202,61,F,W,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,230,,,,12400    WILSHIRE                     BL,,34.0473,-118.4768
200708413,04/19/2020 12:00:00 AM,04/18/2020 12:00:00 AM,1600,07,Wilshire,0759,1,330,BURGLARY FROM VEHICLE,1609 0344,38,M,H,108,PARKING LOT,,,IC,Invest Cont,330,,,,4100 W  PICO                         BL,,34.0495,-118.3215
200413927,10/17/2020 12:00:00 AM,10/16/2020 12:00:00 AM,2100,04,Hollenbeck,0412,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1307,50,M,W,108,PARKING LOT,,,IC,Invest Cont,740,,,,200 N  AVENUE 25,,34.078,-118.2181
200814785,10/02/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1045,08,West LA,0855,1,210,ROBBERY,1402 0325 0344 0416 1822,0,X,X,301,GAS STATION,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,998,,,10900    SANTA MONICA                 BL,,34.0503,-118.4352
200115887,08/05/2020 12:00:00 AM,07/29/2020 12:00:00 AM,2100,01,Central,0162,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,800 S  OLIVE                        ST,,34.0437,-118.2582
201223062,10/21/2020 12:00:00 AM,10/21/2020 12:00:00 AM,2130,12,77th Street,1263,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",1822 0450,0,M,B,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,230,,,,DENKER                       AV,MANCHESTER                   AV,33.96,-118.3047
200322320,12/27/2020 12:00:00 AM,12/27/2020 12:00:00 AM,2030,03,Southwest,0312,2,901,VIOLATION OF RESTRAINING ORDER,0913 2038 2000 1814 2004 1309 0216,39,F,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,901,,,,3000 S  CLOVERDALE                   AV,,34.0273,-118.3594
200415366,11/29/2020 12:00:00 AM,11/29/2020 12:00:00 AM,0130,04,Hollenbeck,0415,2,745,VANDALISM - MISDEAMEANOR ($399 OR UNDER),0329,0,X,X,301,GAS STATION,,,IC,Invest Cont,745,,,,2800 N  BROADWAY,,34.0762,-118.2119
200617078,10/22/2020 12:00:00 AM,10/02/2020 12:00:00 AM,1235,06,Hollywood,0667,2,354,THEFT OF IDENTITY,1822 0930,28,M,O,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5800    LA MIRADA                    AV,,34.0937,-118.3175
200907410,03/13/2020 12:00:00 AM,03/13/2020 12:00:00 AM,0300,09,Van Nuys,0964,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),0329 1300 0344,19,M,O,101,STREET,,,IC,Invest Cont,331,740,,,14200    RIVERSIDE                    DR,,34.1576,-118.4422
200712536,08/08/2020 12:00:00 AM,07/30/2020 12:00:00 AM,2105,07,Wilshire,0747,2,354,THEFT OF IDENTITY,1822 0929,39,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,354,,,,5100 W  OLYMPIC                      BL,,34.0571,-118.34
200908380,04/12/2020 12:00:00 AM,03/20/2020 12:00:00 AM,0224,09,Van Nuys,0941,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,48,M,B,210,RESTAURANT/FAST FOOD,,,IC,Invest Cont,341,,,,14800    BURBANK                      BL,,34.1766,-118.4589
201225510,12/01/2020 12:00:00 AM,12/01/2020 12:00:00 AM,0210,12,77th Street,1258,1,510,VEHICLE - STOLEN,,0,,,108,PARKING LOT,,,IC,Invest Cont,510,,,,FLORENCE                     AV,SAN PEDRO                    ST,33.9747,-118.2696
200216018,10/10/2020 12:00:00 AM,10/10/2020 12:00:00 AM,2345,02,Rampart,0237,1,230,"ASSAULT WITH DEADLY WEAPON, AGGRAVATED ASSAULT",0906 0913 0430 0416 0446 0400 1817,23,M,H,702,OFFICE BUILDING/OFFICE,109,SEMI-AUTOMATIC PISTOL,AO,Adult Other,230,,,,1300 W  2ND                          ST,,34.0609,-118.2586
201215291,06/24/2020 12:00:00 AM,06/23/2020 12:00:00 AM,0900,12,77th Street,1265,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0913 0344,49,F,B,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,440,,,,1100 W  81ST                         PL,,33.9654,-118.2937
200714563,10/03/2020 12:00:00 AM,10/03/2020 12:00:00 AM,1730,07,Wilshire,0706,1,330,BURGLARY FROM VEHICLE,1300 1307 0344,40,M,W,101,STREET,,,IC,Invest Cont,330,,,,MELROSE                      AV,CITRUS,34.0835,-118.3397
200315742,08/14/2020 12:00:00 AM,08/12/2020 12:00:00 AM,2100,03,Southwest,0397,1,310,BURGLARY,0344 1606,57,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",,,IC,Invest Cont,310,,,,4000 S  NORMANDIE                    AV,,34.0103,-118.3002
200511995,07/18/2020 12:00:00 AM,07/18/2020 12:00:00 AM,0800,05,Harbor,0563,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,900 W  17TH                         ST,,33.7288,-118.2973
201105172,01/28/2020 12:00:00 AM,01/27/2020 12:00:00 AM,1540,11,Northeast,1149,1,440,THEFT PLAIN - PETTY ($950 & UNDER),0344 0352 2024,40,F,H,102,SIDEWALK,,,IC,Invest Cont,440,,,,FIGUEROA,AVENUE 54,34.1076,-118.1968
200104750,01/11/2020 12:00:00 AM,01/11/2020 12:00:00 AM,0720,01,Central,0143,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 0910 2004 1414 1307 0913,0,M,W,124,BUS STOP,,,IC,Invest Cont,740,,,,5TH,BROADWAY,34.0481,-118.2507
200712273,07/31/2020 12:00:00 AM,07/31/2020 12:00:00 AM,2020,07,Wilshire,0775,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0416 1814 2000 2004,38,F,B,101,STREET,,,AO,Adult Other,626,,,,WASHINGTON                   BL,WESTVIEW                     ST,34.0427,-118.3423
200116884,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,2245,01,Central,0124,1,231,ASSAULT WITH DEADLY WEAPON ON POLICE OFFICER,1501 0400 1212 1822,0,M,H,726,POLICE FACILITY,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,231,,,,100 W  1ST                          ST,,34.0522,-118.2434
200509761,05/21/2020 12:00:00 AM,05/21/2020 12:00:00 AM,1330,05,Harbor,0526,1,330,BURGLARY FROM VEHICLE,0358 1302 0321 0344 1307 1609,57,F,H,103,ALLEY,,,IC,Invest Cont,330,,,,900 N  AVALON                       BL,,33.7798,-118.2656
200115928,08/05/2020 12:00:00 AM,08/05/2020 12:00:00 AM,1230,01,Central,0146,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,32,F,H,122,"VEHICLE, PASSENGER/TRUCK",,,IC,Invest Cont,740,,,,200    WINSTON                      ST,,34.0463,-118.2467
200611658,06/22/2020 12:00:00 AM,06/22/2020 12:00:00 AM,0628,06,Hollywood,0632,1,761,BRANDISH WEAPON,0334 1822,59,F,O,101,STREET,216,SCISSORS,IC,Invest Cont,761,,,,SUNSET,LAUREL,34.098,-118.3645
200205356,01/28/2020 12:00:00 AM,01/28/2020 12:00:00 AM,1545,02,Rampart,0245,1,480,BIKE - STOLEN,0344 1822 0910 2049,99,M,H,801,MTA BUS,,,IC,Invest Cont,480,,,,7TH                          ST,ALVARADO                     ST,34.057,-118.2779
200100612,02/19/2020 12:00:00 AM,02/19/2020 12:00:00 AM,2110,01,Central,0171,2,662,"BUNCO, GRAND THEFT",1309 0344 1402 0913 0800,26,M,O,156,VALET,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,662,998,,,900 W  OLYMPIC                      BL,,34.0454,-118.2657
200401034,09/08/2020 12:00:00 AM,09/08/2020 12:00:00 AM,0700,04,Hollenbeck,0479,1,310,BURGLARY,0344 0329 1606 1402,0,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,310,998,,,3700    WHITTIER                     BL,,34.0244,-118.1934
200908452,04/15/2020 12:00:00 AM,04/15/2020 12:00:00 AM,2123,09,Van Nuys,0952,2,624,BATTERY - SIMPLE ASSAULT,0400,31,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AA,Adult Arrest,624,,,,14800    BURBANK                      BL,,34.1721,-118.4553
201207405,02/18/2020 12:00:00 AM,02/18/2020 12:00:00 AM,0945,12,77th Street,1268,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),,0,,,101,STREET,,,IC,Invest Cont,420,,,,84TH                         ST,BROADWAY,33.9633,-118.2783
200315653,08/12/2020 12:00:00 AM,08/10/2020 12:00:00 AM,1600,03,Southwest,0336,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2100 W  30TH                         ST,,34.0274,-118.3151
200915186,09/27/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1930,09,Van Nuys,0932,1,420,THEFT FROM MOTOR VEHICLE - PETTY ($950 & UNDER),0344 1822,41,F,W,123,PARKING UNDERGROUND/BUILDING,,,IC,Invest Cont,420,,,,14900    VICTORY                      BL,,34.1867,-118.4582
200609594,04/22/2020 12:00:00 AM,04/08/2020 12:00:00 AM,0700,06,Hollywood,0646,2,354,THEFT OF IDENTITY,1822,41,M,B,750,CYBERSPACE,,,IC,Invest Cont,354,,,,1600    SCHRADER                     BL,,34.0998,-118.3324
200113263,06/11/2020 12:00:00 AM,06/11/2020 12:00:00 AM,1200,01,Central,0185,1,210,ROBBERY,0917 0344 1309 0429 1202 1822 1414,63,M,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,210,,,,11TH,MAPLE,34.0371,-118.2551
200614366,08/23/2020 12:00:00 AM,08/23/2020 12:00:00 AM,0920,06,Hollywood,0646,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344,48,M,B,101,STREET,,,IC,Invest Cont,341,,,,HOLLYWOOD,WHITLEY,34.1016,-118.3333
200508664,04/24/2020 12:00:00 AM,04/24/2020 12:00:00 AM,0800,05,Harbor,0506,1,761,BRANDISH WEAPON,0400 0913 0602 0561,49,M,H,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",511,VERBAL THREAT,AO,Adult Other,761,,,,2100    WESTERN                      AV,,33.8365,-118.3092
200216132,10/13/2020 12:00:00 AM,10/13/2020 12:00:00 AM,2000,02,Rampart,0205,2,624,BATTERY - SIMPLE ASSAULT,1822 0400,51,F,H,102,SIDEWALK,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,624,,,,DILLON,SAYRE                        LN,34.0824,-118.2768
201215480,06/27/2020 12:00:00 AM,06/27/2020 12:00:00 AM,1115,12,77th Street,1251,2,625,OTHER ASSAULT,2000 0913 0562 0444 0329,65,F,B,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",AO,Adult Other,625,,,,3400 W  78TH                         PL,,33.9681,-118.333
200316094,08/21/2020 12:00:00 AM,08/21/2020 12:00:00 AM,0330,03,Southwest,0376,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",1307 0329 1822,47,F,B,122,"VEHICLE, PASSENGER/TRUCK",,,AA,Adult Arrest,740,,,,EXPOSITION                   BL,WESTERN                      AV,34.0183,-118.3089
200315220,08/04/2020 12:00:00 AM,08/01/2020 12:00:00 AM,2000,03,Southwest,0311,1,510,VEHICLE - STOLEN,,0,,,101,STREET,,,IC,Invest Cont,510,,,,2700    HAUSER                       BL,,34.0294,-118.3639
200317915,09/26/2020 12:00:00 AM,09/26/2020 12:00:00 AM,1420,03,Southwest,0333,2,624,BATTERY - SIMPLE ASSAULT,1822 0401 1236,34,F,H,210,RESTAURANT/FAST FOOD,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,2800    CRENSHAW                     BL,,34.0278,-118.3378
200812103,07/21/2020 12:00:00 AM,07/21/2020 12:00:00 AM,0110,08,West LA,0847,1,210,ROBBERY,0334 0344 0355 0342 0202 0209 1822 0916,39,M,W,101,STREET,206,SWITCH BLADE,IC,Invest Cont,210,,,,10300    BELLWOOD                     AV,,34.0515,-118.418
200911420,06/22/2020 12:00:00 AM,04/03/2020 12:00:00 AM,0001,09,Van Nuys,0916,2,649,DOCUMENT FORGERY / STOLEN FELONY,0360 0100,56,M,H,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,649,,,,13800    SHERMAN                      WY,,34.2012,-118.4335
200804371,01/08/2020 12:00:00 AM,01/05/2020 12:00:00 AM,0800,08,West LA,0854,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329 1822,77,M,W,203,OTHER BUSINESS,,,IC,Invest Cont,740,,,,1500    COTNER                       AV,,34.0495,-118.4481
201111795,07/24/2020 12:00:00 AM,07/24/2020 12:00:00 AM,0915,11,Northeast,1153,2,625,OTHER ASSAULT,0356 1822 1416 2029,69,M,O,109,PARK/PLAYGROUND,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,625,,,,LOS FELIZ,FERN DELL,34.1081,-118.3079
200210233,05/15/2020 12:00:00 AM,05/15/2020 12:00:00 AM,2100,02,Rampart,0245,1,330,BURGLARY FROM VEHICLE,0913 0344 1307 1609 0329 1810,29,F,H,101,STREET,,,IC,Invest Cont,330,,,,400 S  LAKE                         ST,,34.0621,-118.2747
200708114,04/08/2020 12:00:00 AM,04/08/2020 12:00:00 AM,1845,07,Wilshire,0722,1,310,BURGLARY,0325,0,F,W,242,"DISCOUNT STORE (99 CENT,DOLLAR,ETC.",,,AA,Adult Arrest,310,,,,8400    BEVERLY                      BL,,34.0761,-118.3731
200413565,10/07/2020 12:00:00 AM,10/07/2020 12:00:00 AM,1300,04,Hollenbeck,0448,2,740,"VANDALISM - FELONY ($400 & OVER, ALL CHURCH VANDALISMS)",0329,0,X,X,101,STREET,,,IC,Invest Cont,740,,,,2800    LANCASTER                    AV,,34.0572,-118.1942
201206824,02/10/2020 12:00:00 AM,02/10/2020 12:00:00 AM,0445,12,77th Street,1215,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,2000 1814 0913,37,F,H,501,SINGLE FAMILY DWELLING,400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,1200 W  57TH                         ST,,33.991,-118.2958
201105065,01/24/2020 12:00:00 AM,01/17/2020 12:00:00 AM,1530,11,Northeast,1148,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",0344 0385,56,M,H,101,STREET,,,IC,Invest Cont,341,,,,200 N  AVENUE 49,,34.1048,-118.2043
201004415,01/11/2020 12:00:00 AM,01/10/2020 12:00:00 AM,2230,10,West Valley,1015,1,331,THEFT FROM MOTOR VEHICLE - GRAND ($950.01 AND OVER),1300 0385,52,M,O,101,STREET,,,IC,Invest Cont,331,,,,18400    SHERMAN                      WY,,34.2048,-118.5273
200817301,12/07/2020 12:00:00 AM,12/07/2020 12:00:00 AM,1530,08,West LA,0897,1,320,"BURGLARY, ATTEMPTED",1822 1609 1210,54,F,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,320,,,,3300 S  BEVERLY                      DR,,34.031,-118.3989
201224761,11/18/2020 12:00:00 AM,11/18/2020 12:00:00 AM,1940,12,77th Street,1203,2,753,DISCHARGE FIREARMS/SHOTS FIRED,1100 1402 1407,0,X,X,101,STREET,106,UNKNOWN FIREARM,IC,Invest Cont,753,998,,,1500 W  50TH                         ST,,33.9982,-118.3086
200705874,02/09/2020 12:00:00 AM,02/05/2020 12:00:00 AM,1700,07,Wilshire,0762,1,310,BURGLARY,1601 0344,76,M,W,501,SINGLE FAMILY DWELLING,,,IC,Invest Cont,310,,,,5900    PICKFORD                     ST,,34.0478,-118.3686
200617967,11/13/2020 12:00:00 AM,11/12/2020 12:00:00 AM,1230,06,Hollywood,0677,1,341,"THEFT-GRAND ($950.01 & OVER)EXCPT,GUNS,FOWL,LIVESTK,PROD",1822 0325,0,X,X,203,OTHER BUSINESS,,,IC,Invest Cont,341,,,,5900    SANTA MONICA                 BL,,34.0865,-118.3169
201112838,08/24/2020 12:00:00 AM,08/24/2020 12:00:00 AM,0800,11,Northeast,1163,2,624,BATTERY - SIMPLE ASSAULT,0206 0416 0400 0913 0432 1817,41,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,624,,,,1200 N  EDGEMONT                     ST,,34.0934,-118.2961
200512288,07/26/2020 12:00:00 AM,07/26/2020 12:00:00 AM,0400,05,Harbor,0532,1,330,BURGLARY FROM VEHICLE,0344 1300,21,M,H,104,DRIVEWAY,,,IC,Invest Cont,330,,,,1200    BAY VIEW                     AV,,33.7867,-118.2705
200312831,06/17/2020 12:00:00 AM,06/15/2020 12:00:00 AM,1700,03,Southwest,0362,1,330,BURGLARY FROM VEHICLE,0329 0344 1601 1608 1822,33,F,B,707,GARAGE/CARPORT,,,IC,Invest Cont,330,,,,NICOLET                      AV,COCO,34.0129,-118.3513
200218879,12/22/2020 12:00:00 AM,12/20/2020 12:00:00 AM,0700,02,Rampart,0245,2,626,INTIMATE PARTNER - SIMPLE ASSAULT,0913 2000 1814 1810 0429 0400,32,F,B,502,"MULTI-UNIT DWELLING (APARTMENT, DUPLEX, ETC)",400,"STRONG-ARM (HANDS, FIST, FEET OR BODILY FORCE)",IC,Invest Cont,626,,,,400 S  GRAND VIEW                   ST,,34.063,-118.2754
200808920,04/30/2020 12:00:00 AM,04/30/2020 12:00:00 AM,1040,08,West LA,0817,1,210,ROBBERY,0325 0945 0344 0352 1822 2028 0443 1420,0,X,X,203,OTHER BUSINESS,500,UNKNOWN WEAPON/OTHER WEAPON,IC,Invest Cont,210,,,,10800    WEYBURN                      AV,,34.0623,-118.4434
